iter	RMSE
130	215.5967551
131	215.0456609
132	214.7553556
133	214.5333968
134	213.9911297
135	213.8131586
136	213.812897
137	213.4715378
138	212.9579642
139	212.4406853
140	212.0567582
141	211.6822416
142	211.5241096
143	211.0690394
144	210.7451602
145	210.2771263
146	210.2359452
147	210.1210374
148	209.747801
149	209.5451349
150	209.5380739
151	209.3317909
152	209.1624355
153	208.8279758
154	208.2340729
155	208.0492777
156	207.616132
157	207.4348645
158	207.4096366
159	207.0165519
160	206.5263465
161	206.156696
162	206.0868388
163	206.0752544
164	205.8050991
165	205.2880848
166	205.0097965
167	204.7085167
168	204.2984131
169	204.0820873
170	203.7090322
171	203.5776121
172	203.3514866
173	202.7208293
174	202.0749024
175	202.0050604
176	201.6373557
177	201.4580902
178	201.2004334
179	201.1345316
180	200.9062563
181	200.2931411
182	200.0132168
183	199.672038
184	199.1506078
185	198.6916424
186	198.3947157
187	197.8046931
188	197.7240864
189	197.4654674
190	197.4078305
191	197.0914271
192	196.991348
193	196.5587761
194	196.2314735
195	196.0463144
196	195.6350463
197	195.2499235
198	194.8461382
199	194.6815412
200	194.5172554
201	194.4605446
202	194.4532274
203	194.1401466
204	193.7975864
205	193.3499564
206	193.1915794
207	192.6720513
208	192.3181018
209	192.0486042
210	191.6762932
211	191.4981031
212	191.3137011
213	191.065781
214	190.7897227
215	190.5505764
216	190.246872
217	189.9124824
218	189.307159
219	189.0173953
220	188.9321101
221	188.6574991
222	188.3316179
223	187.9807562
224	187.9631233
225	187.6631702
226	187.6283096
227	187.389945
228	187.3638749
229	187.0062676
230	186.9523932
231	186.6610974
232	186.4656598
233	186.0183779
234	185.9954923
235	185.9580152
236	185.7404794
237	185.5065486
238	185.2802
239	185.2207706
240	184.9714577
241	184.8404098
242	184.588041
243	184.3283543
244	183.9713989
245	183.7744791
246	183.3860937
247	183.3220636
248	183.142927
249	182.9221644
250	182.5881314
251	182.3138462
252	181.9382158
253	181.5839188
254	181.3369412
255	180.9918076
256	180.561131
257	180.1677569
258	180.1502209
259	179.9981607
260	179.9315355
261	179.7358628
262	179.4811437
263	179.106842
264	178.5955349
265	178.3517877
266	178.1808468
267	178.0296528
268	177.8952796
269	177.5526839
270	177.1932068
271	177.1803725
272	177.1597498
273	176.5367762
274	176.202616
275	175.9588394
276	175.8429687
277	175.4758728
278	175.3506538
279	175.0718417
280	174.7075209
281	174.5499837
282	174.2324676
283	173.8538359
284	173.6501065
285	173.5467034
286	173.2902773
287	173.1426397
288	172.9819025
289	172.8116995
290	172.6588433
291	172.3198598
292	172.0526262
293	171.8757497
294	171.8352697
295	171.7755754
296	171.377597
297	171.1420456
298	170.8140086
299	170.6520105
300	170.6503108
301	170.4788395
302	170.2665261
303	169.8902528
304	169.6159178
305	169.5880087
306	169.5598858
307	169.4648293
308	169.2737404
309	168.9282584
310	168.6561719
311	168.5082106
312	168.3872394
313	168.217166
314	168.1590922
315	168.0920258
316	168.0397973
317	167.7128397
318	167.5602026
319	167.5478198
320	167.3912269
321	167.0018089
322	166.6776038
323	166.5290397
324	166.2229556
325	165.9330247
326	165.4944598
327	165.4926316
328	165.4530595
329	165.075331
330	164.8346826
331	164.7264629
332	164.7097307
333	164.6725913
334	164.5379118
335	164.3589492
336	164.2765348
337	164.0320377
338	163.8238467
339	163.5283352
340	163.1138904
341	163.0619857
342	163.0029031
343	162.668476
344	162.3134819
345	162.2135706
346	162.1985694
347	161.9571597
348	161.8010053
349	161.636438
350	161.5388583
351	161.4738974
352	161.3751036
353	160.932181
354	160.8769821
355	160.8276139
356	160.8248829
357	160.4705915
358	160.4180605
359	160.0762672
360	159.94343
361	159.826745
362	159.7081085
363	159.6318577
364	159.5675224
365	159.4595939
366	159.3973511
367	159.1832412
368	159.0567317
369	158.9164508
370	158.791828
371	158.6674095
372	158.4567237
373	158.3998477
374	157.9347781
375	157.810406
376	157.5795252
377	157.440386
378	157.4061296
379	157.3272227
380	157.1811197
381	156.8924984
382	156.7096139
383	156.2562813
384	156.1392262
385	156.0432046
386	155.9149333
387	155.6582216
388	155.4092317
389	155.268396
390	155.0791162
391	154.9128044
392	154.6812912
393	154.6611576
394	154.3660419
395	154.3190847
396	154.2697162
397	154.1637098
398	154.0902016
399	153.9031303
400	153.6234281
401	153.329018
402	153.226758
403	152.9437105
404	152.8176471
405	152.7794152
406	152.6828074
407	152.4837774
408	152.2837381
409	152.2224456
410	152.195747
411	151.9223938
412	151.5714763
413	151.3840273
414	151.3003772
415	151.261662
416	151.0021402
417	150.879724
418	150.5870664
419	150.5308677
420	150.1911822
421	149.9873193
422	149.7746743
423	149.6814217
424	149.3287555
425	149.2455709
426	149.1055476
427	149.0069829
428	148.9712581
429	148.820373
430	148.6208522
431	148.5095694
432	148.4572805
433	148.3235255
434	148.0058822
435	147.9248125
436	147.9238037
437	147.8261704
438	147.7978547
439	147.6299991
440	147.5282439
441	147.2269385
442	147.0053428
443	146.9675298
444	146.9397561
445	146.7819236
446	146.6199056
447	146.4759664
448	146.4033361
449	146.3020824
450	146.2457413
451	146.1089195
452	146.0676514
453	146.00185
454	145.9421134
455	145.6696169
456	145.3543574
457	145.1721765
458	145.0664786
459	145.0128943
460	144.9985765
461	144.9416136
462	144.5425674
463	144.436396
464	144.2293827
465	144.1899841
466	144.0634792
467	143.9154183
468	143.6241009
469	143.5096602
470	143.4421512
471	143.2668081
472	143.1749254
473	142.998803
474	142.961136
475	142.9098644
476	142.8460721
477	142.5939747
478	142.5924703
479	142.4882168
480	142.159846
481	141.9160351
482	141.6863605
483	141.4829957
484	141.3627328
485	141.1894923
486	141.1344296
487	141.0476585
488	141.0240781
489	140.7524791
490	140.7298179
491	140.61419
492	140.4543709
493	140.3507795
494	140.1092
495	140.0568652
496	139.9091992
497	139.8879114
498	139.8513747
499	139.7349562
500	139.6444824
501	139.4244318
502	139.2190394
503	139.1175612
504	138.8610281
505	138.7571222
506	138.6326496
507	138.5364911
508	138.515386
509	138.2205982
510	138.1656075
511	138.025268
512	137.8558276
513	137.5997219
514	137.5121021
515	137.257797
516	136.9258307
517	136.7534895
518	136.6661499
519	136.5415188
520	136.4071281
521	136.3808641
522	136.2748631
523	136.1392991
524	135.8732714
525	135.6640539
526	135.5381832
527	135.5196588
528	135.2200137
529	135.1525247
530	135.1284024
531	135.1132699
532	134.8299976
533	134.6669028
534	134.3622151
535	134.1982882
536	133.9120403
537	133.8821461
538	133.849526
539	133.6997099
540	133.6506714
541	133.4711493
542	133.4535927
543	133.2127033
544	133.0792927
545	132.9621404
546	132.7769973
547	132.6788479
548	132.5922281
549	132.4698587
550	132.4107092
551	132.3581578
552	132.2646116
553	132.1926028
554	132.1064069
555	131.925586
556	131.7940747
557	131.6320671
558	131.4371092
559	131.3540254
560	131.2183855
561	131.1696419
562	130.9431866
563	130.795764
564	130.7044526
565	130.660435
566	130.6420573
567	130.6260934
568	130.3689104
569	130.3523835
570	130.2798602
571	130.126972
572	130.088014
573	130.0721532
574	129.7041067
575	129.6119896
576	129.5351335
577	129.4825214
578	129.466937
579	129.3615663
580	129.2371642
581	129.136733
582	128.9033974
583	128.8328351
584	128.7385752
585	128.6581852
586	128.4801929
587	128.3503089
588	128.0699348
589	128.0422984
590	127.9903356
591	127.970784
592	127.8270459
593	127.8103432
594	127.800089
595	127.615965
596	127.5442889
597	127.5291088
598	127.4478473
599	127.3680671
600	127.3254391
601	127.1034549
602	127.0888377
603	126.9779376
604	126.9650577
605	126.8944228
606	126.617095
607	126.592018
608	126.4914557
609	126.3483902
610	126.12939
611	126.0542121
612	125.8368436
613	125.8221311
614	125.7998336
615	125.6998294
616	125.6160555
617	125.5163888
618	125.4816498
619	125.4649352
620	125.3024055
621	125.2569902
622	125.1337384
623	125.1015733
624	124.9276863
625	124.7459616
626	124.6922122
627	124.4602188
628	124.3307927
629	124.2828332
630	124.181092
631	123.9850119
632	123.84901
633	123.7208893
634	123.5392344
635	123.3703774
636	123.2843862
637	123.1620041
638	123.0663704
639	123.0384565
640	122.7964327
641	122.6976697
642	122.4781947
643	122.4071963
644	122.3291649
645	122.2849995
646	122.120612
647	122.0889615
648	121.8669268
649	121.8278538
650	121.6855183
651	121.5984627
652	121.3367251
653	121.2786905
654	121.1022793
655	121.0067162
656	120.7644159
657	120.6483279
658	120.4807944
659	120.2490339
660	120.1860981
661	120.1166103
662	120.1058935
663	119.8554559
664	119.678828
665	119.4982801
666	119.3854554
667	119.1476317
668	118.9123929
669	118.8922181
670	118.7611211
671	118.7258042
672	118.4355224
673	118.363823
674	118.2183767
675	117.9132999
676	117.8715781
677	117.5744725
678	117.4210697
679	117.3408165
680	117.1350783
681	116.9803104
682	116.8847198
683	116.7816431
684	116.5054147
685	116.2378844
686	116.110108
687	115.9376221
688	115.8949619
689	115.7600582
690	115.5122207
691	115.4146139
692	115.3906318
693	115.2902702
694	115.2273932
695	115.1397793
696	114.9847491
697	114.9145041
698	114.8173183
699	114.7633359
700	114.6556579
701	114.6465279
702	114.4838644
703	114.3434163
704	114.2900721
705	114.1907651
706	114.1202413
707	113.9903626
708	113.7817106
709	113.6250348
710	113.6024009
711	113.5485425
712	113.3136942
713	113.1907324
714	113.148501
715	112.9117572
716	112.7625293
717	112.6540516
718	112.586973
719	112.4791584
720	112.3843506
721	112.3583755
722	112.2545243
723	112.1889267
724	112.0080206
725	111.9691999
726	111.9231948
727	111.8750013
728	111.7281228
729	111.7073024
730	111.5931967
731	111.554907
732	111.5529013
733	111.2929942
734	111.2511157
735	111.1841191
736	111.1097727
737	110.9337391
738	110.9004097
739	110.7873581
740	110.6360976
741	110.4615599
742	110.3727551
743	110.3558546
744	110.2842904
745	110.2677381
746	110.1222231
747	110.0079849
748	109.9549375
749	109.8995947
750	109.8186668
751	109.6454872
752	109.5312908
753	109.4367307
754	109.3446455
755	109.2192064
756	109.1940769
757	109.0169341
758	108.9782332
759	108.8649036
760	108.7109339
761	108.6758887
762	108.6408586
763	108.5633865
764	108.438389
765	108.324948
766	108.1965502
767	108.074414
768	107.8090172
769	107.7734152
770	107.7379898
771	107.5883968
772	107.5414099
773	107.2730897
774	107.1121179
775	107.0764893
776	107.0326139
777	106.9584566
778	106.8244256
779	106.7406462
780	106.7081693
781	106.669732
782	106.6542074
783	106.6084572
784	106.4538432
785	106.3698771
786	106.3291766
787	106.0981917
788	105.8809766
789	105.771541
790	105.5162255
791	105.3836331
792	105.2780399
793	105.1984728
794	105.0886047
795	104.9874234
796	104.9017875
797	104.8139034
798	104.5034594
799	104.2999675
800	104.2498786
801	104.213673
802	104.1982028
803	104.1170012
804	103.9195228
805	103.707278
806	103.6705216
807	103.459459
808	103.2390715
809	103.1798402
810	102.9677954
811	102.9301401
812	102.8078143
813	102.5539811
814	102.4411796
815	102.3959691
816	102.3586089
817	102.1313195
818	102.1112576
819	102.0833409
820	102.0203985
821	101.951827
822	101.8676804
823	101.7750542
824	101.6781346
825	101.6124495
826	101.5274508
827	101.3052315
828	101.2020628
829	100.9799841
830	100.6776586
831	100.4690298
832	100.3469724
833	100.1288539
834	100.0779573
835	99.9903999
836	99.96095457
837	99.91556193
838	99.77904026
839	99.65473602
840	99.5218864
841	99.48635809
842	99.33443908
843	99.27525603
844	99.2032128
845	99.18900071
846	99.1622544
847	99.02067299
848	98.85878318
849	98.79595899
850	98.66854546
851	98.59216149
852	98.54320637
853	98.3195623
854	98.16769898
855	98.09308142
856	98.01621362
857	97.94490078
858	97.88677225
859	97.81126193
860	97.68854861
861	97.59521907
862	97.47011916
863	97.41541774
864	97.33780239
865	97.2207056
866	97.16716328
867	97.04321163
868	96.98599687
869	96.9613831
870	96.8931999
871	96.86209705
872	96.76570457
873	96.67819295
874	96.51546615
875	96.42566456
876	96.34273534
877	96.27780561
878	96.2571969
879	96.08691371
880	96.05877158
881	95.97362851
882	95.93895334
883	95.91000902
884	95.88185576
885	95.74214327
886	95.47926064
887	95.45119499
888	95.33956955
889	95.13182738
890	95.1023535
891	94.92547133
892	94.81838538
893	94.60780296
894	94.4442966
895	94.33982808
896	94.3068297
897	94.28031147
898	94.2446388
899	94.1428781
900	94.09078731
901	93.98114661
902	93.93496001
903	93.90280273
904	93.8419119
905	93.77946113
906	93.68961647
907	93.65064825
908	93.54515745
909	93.50969734
910	93.33454518
911	93.25622883
912	93.21658897
913	93.18983414
914	93.05672525
915	92.97214571
916	92.94471305
917	92.905713
918	92.81490588
919	92.73930597
920	92.72116645
921	92.55642051
922	92.47489983
923	92.39487698
924	92.28168013
925	92.2338786
926	92.1703625
927	92.14248149
928	92.07927475
929	91.95348377
930	91.91064244
931	91.80307744
932	91.77034228
933	91.63501948
934	91.56483587
935	91.51886809
936	91.48010209
937	91.43667721
938	91.39597731
939	91.33025538
940	91.12693731
941	91.0825348
942	91.03652102
943	90.90147528
944	90.79585416
945	90.72165024
946	90.53759487
947	90.47542721
948	90.4365424
949	90.26716504
950	90.23922261
951	90.12811429
952	89.95961928
953	89.81511446
954	89.74906315
955	89.5102608
956	89.48454784
957	89.41636246
958	89.25989431
959	89.22304298
960	89.08481221
961	88.97037219
962	88.92598087
963	88.87202841
964	88.66668984
965	88.58302769
966	88.52237688
967	88.49626944
968	88.39181806
969	88.32801548
970	88.17230649
971	88.03621043
972	87.98051504
973	87.85675191
974	87.84536949
975	87.67824308
976	87.51339912
977	87.38735748
978	87.36224976
979	87.28086653
980	87.2086742
981	87.12541542
982	87.08572697
983	87.04956325
984	87.00016879
985	86.96121108
986	86.83990783
987	86.67282085
988	86.65430867
989	86.6195823
990	86.58567728
991	86.53420068
992	86.46586519
993	86.38796692
994	86.26792703
995	86.19734272
996	86.1641989
997	86.05797816
998	86.02955748
999	85.85505744
